Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
0,004A0314,true,Rx,0,8,07,AA,02,2E,00,CD,2F,68,
0,008A0314,true,Rx,0,8,07,28,09,00,01,4B,03,14,
0,00CA0314,true,Rx,0,8,07,20,02,69,69,69,74,BC,
0,010A0314,true,Rx,0,8,07,68,68,F0,52,68,68,68,
0,014A0314,true,Rx,0,8,07,0C,65,71,69,68,5B,7F,
0,018A0314,true,Rx,0,8,07,68,68,09,68,68,68,69,
0,01CA0314,true,Rx,0,8,07,B7,A3,A1,29,6B,6B,68,
0,020A0314,true,Rx,0,8,07,69,69,90,A2,68,68,BC,
0,024A0314,true,Rx,0,8,07,B8,68,68,7C,68,0C,76,
0,028A0314,true,Rx,0,8,01,2B,00,00,00,00,00,00,
0,005E0314,true,Rx,0,8,07,AA,02,BC,00,06,2F,68,
0,009E0314,true,Rx,0,8,07,28,09,00,01,4B,03,14,
0,00DE0314,true,Rx,0,8,07,20,32,68,69,6A,68,68,
0,011E0314,true,Rx,0,8,07,68,68,1A,6A,63,6A,71,
0,015E0314,true,Rx,0,8,07,5E,A4,68,68,3E,9B,97,
0,019E0314,true,Rx,0,8,07,97,72,69,48,26,68,68,
0,01DE0314,true,Rx,0,8,07,1D,7B,68,68,8A,25,68,
0,021E0314,true,Rx,0,8,07,68,4E,68,68,68,0B,AB,
0,025E0314,true,Rx,0,8,07,64,D5,64,72,7F,75,75,
0,029E0314,true,Rx,0,8,07,68,68,04,25,68,68,65,
0,02DE0314,true,Rx,0,8,07,68,A2,29,68,68,68,68,
0,031E0314,true,Rx,0,8,07,68,68,68,68,68,68,68,
0,035E0314,true,Rx,0,8,07,68,6B,68,68,6E,68,78,
0,039E0314,true,Rx,0,8,07,A9,64,D5,64,A9,64,D6,
0,03DE0314,true,Rx,0,8,07,64,AB,64,D6,64,AB,64,
0,041E0314,true,Rx,0,8,07,D6,64,A9,64,D6,64,AA,
0,045E0314,true,Rx,0,8,07,64,D6,64,A9,64,D6,64,
0,049E0314,true,Rx,0,8,07,A9,64,D7,64,6B,68,68,
0,04DE0314,true,Rx,0,8,07,68,68,68,68,3E,58,46,
0,051E0314,true,Rx,0,8,07,58,46,59,6B,69,97,97,
0,055E0314,true,Rx,0,8,07,58,58,58,58,58,58,58,
0,059E0314,true,Rx,0,8,07,58,58,58,58,58,58,58,
0,05DE0314,true,Rx,0,8,07,58,58,38,6A,68,68,B0,
0,061E0314,true,Rx,0,8,07,29,68,CC,55,57,06,91,
0,065E0314,true,Rx,0,8,07,A1,29,69,68,63,6A,6A,
0,069E0314,true,Rx,0,8,07,69,68,68,68,68,68,68,
0,06DE0314,true,Rx,0,8,07,68,68,2F,A8,63,68,B3,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,071E0314,true,Rx,0,8,07,48,63,68,68,68,68,68,
0,075E0314,true,Rx,0,8,07,68,68,68,68,68,2E,2F,
0,079E0314,true,Rx,0,8,03,2F,86,D3,00,00,00,00,
0,00431403,true,Rx,0,8,07,AA,02,01,00,A0,2C,69,
0,00831403,true,Rx,0,8,07,28,09,00,01,4B,14,03,
0,00C31403,true,Rx,0,6,05,01,50,69,B7,70,00,00,
0,00431406,true,Rx,0,8,07,AA,02,01,00,A0,2C,6A,
0,00831406,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,6,05,01,50,6A,F8,F9,00,00,
0,00430314,true,Rx,0,8,07,AA,02,01,00,A0,2E,69,
0,00830314,true,Rx,0,8,07,28,09,00,01,4B,03,14,
0,00C30314,true,Rx,0,8,05,01,50,68,FE,C0,00,00,
0,00430306,true,Rx,0,8,07,AA,02,01,00,A0,2C,6A,
0,00830306,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C30306,true,Rx,0,8,05,01,50,6A,F8,F9,00,00,
0,00461403,true,Rx,0,8,07,AA,02,17,00,89,2C,6B,
0,00861403,true,Rx,0,8,07,28,09,00,01,4B,14,03,
0,00C61403,true,Rx,0,8,07,03,30,6B,68,6B,F4,6B,
0,01061403,true,Rx,0,8,07,6B,6B,6B,6B,6B,6B,6B,
0,01461403,true,Rx,0,8,07,6B,6B,6B,6B,6B,6B,6B,
0,01861403,true,Rx,0,7,06,6B,6B,6B,6B,41,7E,00,
0,00461406,true,Rx,0,8,07,AA,02,17,00,89,2C,6C,
0,00861406,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C61406,true,Rx,0,8,07,03,30,6C,6F,6C,F3,6C,
0,01061406,true,Rx,0,8,07,6C,6C,6C,6C,6C,6C,6C,
0,01461406,true,Rx,0,8,07,6C,6C,6C,6C,6C,6C,6C,
0,01861406,true,Rx,0,7,06,6C,6C,6C,6C,7C,4C,00,
0,10014001,true,Rx,0,8,AA,03,17,00,E2,2C,0E,E8,
0,10114001,true,Rx,0,8,03,00,01,4B,14,06,01,01,
0,10114001,true,Rx,0,8,03,30,0E,0D,0E,91,0E,0E,
0,10114001,true,Rx,0,8,0E,0E,0E,0E,0E,0E,0E,0E,
0,10114001,true,Rx,0,8,0E,0E,0E,0E,0E,0E,0E,0E,
0,10214001,true,Rx,0,3,0E,13,1F,00,00,00,00,00,
0,004B0314,true,Rx,0,8,07,AA,02,35,00,0D,2E,6B,
0,008B0314,true,Rx,0,8,07,28,09,00,01,4B,03,14,
0,00CB0314,true,Rx,0,8,07,03,30,6B,7B,CF,6B,6B,
0,010B0314,true,Rx,0,8,07,6B,6B,6B,6B,94,A0,6B,
0,014B0314,true,Rx,0,8,07,6B,4B,9F,94,94,58,7C,
0,018B0314,true,Rx,0,8,07,6B,6B,0A,6B,6B,6B,72,
0,01CB0314,true,Rx,0,8,07,6A,A8,67,6B,6B,D6,67,
0,020B0314,true,Rx,0,8,07,6B,6B,70,73,B2,26,6B,
0,024B0314,true,Rx,0,8,07,6B,FC,78,6B,6B,6B,6B,
0,028B0314,true,Rx,0,8,07,6B,6B,6B,6B,6B,6B,5E,
0,02CB0314,true,Rx,0,8,01,91,00,00,00,00,00,00,
0,00460306,true,Rx,0,8,07,AA,02,17,00,89,2C,6C,
0,00860306,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C60306,true,Rx,0,8,07,03,30,6C,6F,6C,F3,6C,
0,01060306,true,Rx,0,8,07,6C,6C,6C,6C,6C,6C,6C,
0,01460306,true,Rx,0,8,07,6C,6C,6C,6C,6C,6C,6C,
0,01860306,true,Rx,0,8,06,6C,6C,6C,6C,7C,4C,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00440306,true,Rx,0,8,07,AA,02,05,00,F4,2C,00,
0,00840306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C40306,true,Rx,0,8,07,03,13,00,02,01,19,00,
0,01040306,true,Rx,0,8,02,43,90,00,00,00,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,004D1403,true,Rx,0,8,07,AA,02,45,00,AF,2D,6D,
0,008D1403,true,Rx,0,8,07,28,09,00,01,4B,14,03,
0,00CD1403,true,Rx,0,8,07,03,2F,6C,28,6D,25,3A,
0,010D1403,true,Rx,0,8,07,58,5C,37,26,25,59,3E,
0,014D1403,true,Rx,0,8,07,2B,58,3D,5D,55,58,5E,
0,018D1403,true,Rx,0,8,07,26,6D,6C,6D,6C,6A,6E,
0,01CD1403,true,Rx,0,8,07,6D,68,6F,6C,6D,68,6D,
0,020D1403,true,Rx,0,8,07,6D,6D,6D,6D,6D,6E,6C,
0,024D1403,true,Rx,0,8,07,6C,89,61,6D,92,92,92,
0,028D1403,true,Rx,0,8,07,62,09,6D,6D,6D,6D,35,
0,02CD1403,true,Rx,0,8,07,6F,6D,6D,F2,6D,6D,6D,
0,030D1403,true,Rx,0,8,07,6D,6D,6D,6D,6D,6D,6D,
0,034D1403,true,Rx,0,4,03,6D,76,E8,00,00,00,00,
0,004D1406,true,Rx,0,8,07,AA,02,45,00,AF,2D,6E,
0,008D1406,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00CD1406,true,Rx,0,8,07,03,2F,6F,2B,6E,26,39,
0,010D1406,true,Rx,0,8,07,5B,5F,34,25,26,5A,3D,
0,014D1406,true,Rx,0,8,07,28,5B,3E,5E,56,5B,5D,
0,018D1406,true,Rx,0,8,07,25,6E,6F,6E,6F,69,6D,
0,01CD1406,true,Rx,0,8,07,6E,6B,6C,6F,6E,6B,6E,
0,020D1406,true,Rx,0,8,07,6E,6E,6E,6E,6E,6D,6F,
0,024D1406,true,Rx,0,8,07,6F,8A,62,6E,91,91,91,
0,028D1406,true,Rx,0,8,07,61,0A,6E,6E,6E,6E,36,
0,02CD1406,true,Rx,0,8,07,6C,6E,6E,F1,6E,6E,6E,
0,030D1406,true,Rx,0,8,07,6E,6E,6E,6E,6E,6E,6E,
0,034D1406,true,Rx,0,4,03,6E,3A,76,00,00,00,00,
0,10014001,true,Rx,0,8,AA,03,45,00,C4,2D,0F,E8,
0,10114001,true,Rx,0,8,03,00,01,4B,14,03,01,01,
0,10114001,true,Rx,0,8,03,2F,0E,4A,0F,47,58,3A,
0,10114001,true,Rx,0,8,3E,55,44,47,3B,5C,49,3A,
0,10114001,true,Rx,0,8,5F,3F,37,3A,3C,44,0F,0E,
0,10114001,true,Rx,0,8,0F,0E,08,0C,0F,0A,0D,0E,
0,10114001,true,Rx,0,8,0F,0A,0F,0F,0F,0F,0F,0F,
0,10114001,true,Rx,0,8,0C,0E,0E,EB,03,0F,F0,F0,
0,10114001,true,Rx,0,8,F0,00,6B,0F,0F,0F,0F,57,
0,10114001,true,Rx,0,8,0D,0F,0F,90,0F,0F,0F,0F,
0,10114001,true,Rx,0,8,0F,0F,0F,0F,0F,0F,0F,AE,
0,10214001,true,Rx,0,1,1E,00,00,00,00,00,00,00,
0,00560314,true,Rx,0,8,07,AA,02,84,00,57,2E,6D,
0,00960314,true,Rx,0,8,07,28,09,00,01,4B,03,14,
0,00D60314,true,Rx,0,8,07,03,2F,6C,E9,6D,3F,5E,
0,01160314,true,Rx,0,8,07,5E,5C,37,26,2F,58,3E,
0,01560314,true,Rx,0,8,07,2A,54,3B,5C,59,5C,5E,
0,01960314,true,Rx,0,8,07,92,92,92,92,6C,1F,6F,
0,01D60314,true,Rx,0,8,07,66,6F,6C,6D,66,6F,6F,
0,02160314,true,Rx,0,8,07,6C,6F,6D,A5,6D,6D,6F,
0,02560314,true,Rx,0,8,07,6A,D8,BA,6D,6D,6D,6D,
0,02960314,true,Rx,0,8,07,6D,6D,6C,6D,6F,E3,3D,
0,02D60314,true,Rx,0,8,07,A4,2C,74,90,A6,6D,6D,
0,03160314,true,Rx,0,8,07,93,9E,92,92,6D,6C,6D,
0,03560314,true,Rx,0,8,07,6D,6D,6C,6D,6D,6D,6C,
0,03960314,true,Rx,0,8,07,6D,6D,6D,6D,6D,6D,6D,
0,03D60314,true,Rx,0,8,07,6D,6D,6D,6D,6D,6D,6D,
0,04160314,true,Rx,0,8,07,6D,6D,6D,6D,6D,6D,6D,
0,04560314,true,Rx,0,8,07,6D,6D,6D,6D,6D,6D,6D,
0,04960314,true,Rx,0,8,07,6D,6D,6D,6D,6D,6D,6D,
0,04D60314,true,Rx,0,8,07,6D,6D,6D,6D,76,75,4D,
0,05160314,true,Rx,0,8,07,23,6D,6D,5E,7A,6D,6D,
0,05560314,true,Rx,0,8,07,0C,6D,6D,6D,09,79,6D,
0,05960314,true,Rx,0,8,03,09,54,E3,00,00,00,00,
0,004D0306,true,Rx,0,8,07,AA,02,45,00,AF,2D,6E,
0,008D0306,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00CD0306,true,Rx,0,8,07,03,2F,6F,2B,6E,26,39,
0,010D0306,true,Rx,0,8,07,5B,5F,34,25,26,5A,3D,
0,014D0306,true,Rx,0,8,07,28,5B,3E,5E,56,5B,5D,
0,018D0306,true,Rx,0,8,07,25,6E,6F,6E,6F,69,6D,
0,01CD0306,true,Rx,0,8,07,6E,6B,6C,6F,6E,6B,6E,
0,020D0306,true,Rx,0,8,07,6E,6E,6E,6E,6E,6D,6F,
0,024D0306,true,Rx,0,8,07,6F,8A,62,6E,91,91,91,
0,028D0306,true,Rx,0,8,07,61,0A,6E,6E,6E,6E,36,
0,02CD0306,true,Rx,0,8,07,6C,6E,6E,F1,6E,6E,6E,
0,030D0306,true,Rx,0,8,07,6E,6E,6E,6E,6E,6E,6E,
0,034D0306,true,Rx,0,8,03,6E,3A,76,00,00,00,00,
0,00450306,true,Rx,0,8,07,AA,02,0C,00,49,2C,00,
0,00850306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C50306,true,Rx,0,8,07,03,23,00,00,01,00,01,
0,01050306,true,Rx,0,8,07,64,14,00,01,00,01,00,
0,01450306,true,Rx,0,8,02,AC,04,00,00,00,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00431406,true,Rx,0,8,07,AA,02,01,00,A0,2C,6F,
0,00831406,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,6,05,03,27,6E,6E,C6,00,00,
0,00430306,true,Rx,0,8,07,AA,02,01,00,A0,2C,6F,
0,00830306,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C30306,true,Rx,0,8,05,03,27,6E,6E,C6,00,00,
0,00461403,true,Rx,0,8,07,AA,02,17,00,89,2C,70,
0,00861403,true,Rx,0,8,07,28,09,00,01,4B,14,03,
0,00C61403,true,Rx,0,8,07,03,30,70,73,70,EF,70,
0,01061403,true,Rx,0,8,07,70,70,70,70,70,70,70,
0,01461403,true,Rx,0,8,07,70,70,70,70,70,70,70,
0,01861403,true,Rx,0,7,06,70,70,70,70,E4,84,00,
0,00461406,true,Rx,0,8,07,AA,02,17,00,89,2C,71,
0,00861406,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C61406,true,Rx,0,8,07,03,30,71,72,71,EE,71,
0,01061406,true,Rx,0,8,07,71,71,71,71,71,71,71,
0,01461406,true,Rx,0,8,07,71,71,71,71,71,71,71,
0,01861406,true,Rx,0,7,06,71,71,71,71,43,8F,00,
0,10014001,true,Rx,0,8,AA,03,17,00,E2,2C,10,E8,
0,10114001,true,Rx,0,8,03,00,01,4B,14,06,01,01,
0,10114001,true,Rx,0,8,03,30,10,13,10,8F,10,10,
0,10114001,true,Rx,0,8,10,10,10,10,10,10,10,10,
0,10114001,true,Rx,0,8,10,10,10,10,10,10,10,10,
0,10214001,true,Rx,0,3,10,7F,C7,00,00,00,00,00,
0,004B0314,true,Rx,0,8,07,AA,02,35,00,0D,2E,70,
0,008B0314,true,Rx,0,8,07,28,09,00,01,4B,03,14,
0,00CB0314,true,Rx,0,8,07,03,30,70,60,D4,70,70,
0,010B0314,true,Rx,0,8,07,70,70,70,70,8F,BB,70,
0,014B0314,true,Rx,0,8,07,70,50,84,8F,8F,43,67,
0,018B0314,true,Rx,0,8,07,70,70,11,70,70,70,69,
0,01CB0314,true,Rx,0,8,07,71,B3,7C,70,70,CD,7C,
0,020B0314,true,Rx,0,8,07,70,70,6B,68,A9,3D,70,
0,024B0314,true,Rx,0,8,07,70,E7,63,70,70,70,70,
0,028B0314,true,Rx,0,8,07,70,70,70,70,70,70,45,
0,02CB0314,true,Rx,0,8,01,8C,00,00,00,00,00,00,
0,00460306,true,Rx,0,8,07,AA,02,17,00,89,2C,71,
0,00860306,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C60306,true,Rx,0,8,07,03,30,71,72,71,EE,71,
0,01060306,true,Rx,0,8,07,71,71,71,71,71,71,71,
0,01460306,true,Rx,0,8,07,71,71,71,71,71,71,71,
0,01860306,true,Rx,0,8,06,71,71,71,71,43,8F,00,
0,00480306,true,Rx,0,8,07,AA,02,21,00,0E,2F,00,
0,00880306,true,Rx,0,8,07,00,00,00,02,00,03,06,
0,00C80306,true,Rx,0,8,07,03,0D,01,00,00,00,00,
0,01080306,true,Rx,0,8,07,00,00,00,00,00,00,00,
0,01480306,true,Rx,0,8,07,00,00,00,00,00,00,00,
0,01880306,true,Rx,0,8,07,00,00,00,00,00,00,00,
0,01C80306,true,Rx,0,8,07,00,00,00,00,00,00,00,
0,02080306,true,Rx,0,8,02,38,8A,00,00,00,00,00,
0,00430306,true,Rx,0,8,07,AA,02,02,00,9F,2C,00,
0,00830306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C30306,true,Rx,0,8,06,03,10,01,01,99,28,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00461403,true,Rx,0,8,07,AA,02,17,00,89,2C,72,
0,00861403,true,Rx,0,8,07,28,09,00,01,4B,14,03,
0,00C61403,true,Rx,0,8,07,03,30,72,71,72,D2,72,
0,01061403,true,Rx,0,8,07,72,72,72,72,72,72,72,
0,01461403,true,Rx,0,8,07,72,72,72,72,72,72,72,
0,01861403,true,Rx,0,7,06,72,72,72,72,82,59,00,
0,00461406,true,Rx,0,8,07,AA,02,17,00,89,2C,73,
0,00861406,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C61406,true,Rx,0,8,07,03,30,73,70,73,D3,73,
0,01061406,true,Rx,0,8,07,73,73,73,73,73,73,73,
0,01461406,true,Rx,0,8,07,73,73,73,73,73,73,73,
0,01861406,true,Rx,0,7,06,73,73,73,73,25,52,00,
0,10014001,true,Rx,0,8,AA,03,17,00,E2,2C,11,E8,
0,10114001,true,Rx,0,8,03,00,01,4B,14,06,01,01,
0,10114001,true,Rx,0,8,03,30,11,12,11,B1,11,11,
0,10114001,true,Rx,0,8,11,11,11,11,11,11,11,11,
0,10114001,true,Rx,0,8,11,11,11,11,11,11,11,11,
0,10214001,true,Rx,0,3,11,95,06,00,00,00,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,004B0314,true,Rx,0,8,07,AA,02,35,00,0D,2E,72,
0,008B0314,true,Rx,0,8,07,28,09,00,01,4B,03,14,
0,00CB0314,true,Rx,0,8,07,03,30,72,62,D6,72,72,
0,010B0314,true,Rx,0,8,07,72,72,72,72,8D,B9,72,
0,014B0314,true,Rx,0,8,07,72,52,86,8D,8D,41,65,
0,018B0314,true,Rx,0,8,07,72,72,13,72,72,72,6B,
0,01CB0314,true,Rx,0,8,07,73,B1,7E,72,72,CF,7E,
0,020B0314,true,Rx,0,8,07,72,72,69,6A,AB,3F,72,
0,024B0314,true,Rx,0,8,07,72,E5,61,72,72,72,72,
0,028B0314,true,Rx,0,8,07,72,72,72,72,72,72,62,
0,02CB0314,true,Rx,0,8,01,23,00,00,00,00,00,00,
0,00460306,true,Rx,0,8,07,AA,02,17,00,89,2C,73,
0,00860306,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C60306,true,Rx,0,8,07,03,30,73,70,73,D3,73,
0,01060306,true,Rx,0,8,07,73,73,73,73,73,73,73,
0,01460306,true,Rx,0,8,07,73,73,73,73,73,73,73,
0,01860306,true,Rx,0,8,06,73,73,73,73,25,52,00,
0,00440306,true,Rx,0,8,07,AA,02,05,00,F4,2C,00,
0,00840306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C40306,true,Rx,0,8,07,03,13,00,02,01,19,00,
0,01040306,true,Rx,0,8,02,43,90,00,00,00,00,00,
0,00430306,true,Rx,0,8,07,AA,02,01,00,A0,2C,00,
0,00830306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C30306,true,Rx,0,8,05,01,50,00,26,A7,00,00,
0,00430342,true,Rx,0,8,07,AA,02,01,00,A0,2C,00,
0,00830342,true,Rx,0,8,07,00,00,00,00,00,03,42,
0,00C30342,true,Rx,0,8,05,01,50,00,32,57,00,00,
0,00430308,true,Rx,0,8,07,AA,02,01,00,A0,2C,00,
0,00830308,true,Rx,0,8,07,00,00,00,00,00,03,08,
0,00C30308,true,Rx,0,8,05,01,50,00,24,4F,00,00,
0,00430308,true,Rx,0,8,07,AA,02,01,00,A0,2C,00,
0,00830308,true,Rx,0,8,07,00,00,00,00,00,03,08,
0,00C30308,true,Rx,0,8,05,03,21,01,60,1F,00,00,
0,00440308,true,Rx,0,8,07,AA,02,0A,00,37,2C,00,
0,00840308,true,Rx,0,8,07,00,00,00,00,00,03,08,
0,00C40308,true,Rx,0,8,07,03,22,01,02,00,00,00,
0,01040308,true,Rx,0,8,07,00,00,00,00,00,53,FC,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00431403,true,Rx,0,8,07,AA,02,01,00,A0,2E,00,
0,00831403,true,Rx,0,8,07,00,00,00,01,4B,14,03,
0,00C31403,true,Rx,0,6,05,01,50,01,75,14,00,00,
0,004D1403,true,Rx,0,8,07,AA,02,45,00,AF,2D,74,
0,008D1403,true,Rx,0,8,07,28,09,00,01,4B,14,03,
0,00CD1403,true,Rx,0,8,07,03,2F,75,31,74,3C,23,
0,010D1403,true,Rx,0,8,07,41,45,2E,3F,3C,40,27,
0,014D1403,true,Rx,0,8,07,32,41,24,44,4C,41,47,
0,018D1403,true,Rx,0,8,07,3F,74,75,74,75,73,77,
0,01CD1403,true,Rx,0,8,07,74,71,76,75,74,71,74,
0,020D1403,true,Rx,0,8,07,74,74,74,74,74,77,75,
0,024D1403,true,Rx,0,8,07,75,90,78,74,8B,8B,8B,
0,028D1403,true,Rx,0,8,07,7B,10,74,74,74,74,2C,
0,02CD1403,true,Rx,0,8,07,76,74,74,D4,74,74,74,
0,030D1403,true,Rx,0,8,07,74,74,74,74,74,74,74,
0,034D1403,true,Rx,0,4,03,74,B3,F0,00,00,00,00,
0,004D1406,true,Rx,0,8,07,AA,02,45,00,AF,2D,75,
0,008D1406,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00CD1406,true,Rx,0,8,07,03,2F,74,30,75,3D,22,
0,010D1406,true,Rx,0,8,07,40,44,2F,3E,3D,41,26,
0,014D1406,true,Rx,0,8,07,33,40,25,45,4D,40,46,
0,018D1406,true,Rx,0,8,07,3E,75,74,75,74,72,76,
0,01CD1406,true,Rx,0,8,07,75,70,77,74,75,70,75,
0,020D1406,true,Rx,0,8,07,75,75,75,75,75,76,74,
0,024D1406,true,Rx,0,8,07,74,91,79,75,8A,8A,8A,
0,028D1406,true,Rx,0,8,07,7A,11,75,75,75,75,2D,
0,02CD1406,true,Rx,0,8,07,77,75,75,D5,75,75,75,
0,030D1406,true,Rx,0,8,07,75,75,75,75,75,75,75,
0,034D1406,true,Rx,0,4,03,75,FC,2F,00,00,00,00,
0,10014001,true,Rx,0,8,AA,03,45,00,C4,2D,12,E8,
0,10114001,true,Rx,0,8,03,00,01,4B,14,03,01,01,
0,10114001,true,Rx,0,8,03,2F,13,57,12,5A,45,27,
0,10114001,true,Rx,0,8,23,48,59,5A,26,41,54,27,
0,10114001,true,Rx,0,8,42,22,2A,27,21,59,12,13,
0,10114001,true,Rx,0,8,12,13,15,11,12,17,10,13,
0,10114001,true,Rx,0,8,12,17,12,12,12,12,12,12,
0,10114001,true,Rx,0,8,11,13,13,F6,1E,12,ED,ED,
0,10114001,true,Rx,0,8,ED,1D,76,12,12,12,12,4A,
0,10114001,true,Rx,0,8,10,12,12,B2,12,12,12,12,
0,10114001,true,Rx,0,8,12,12,12,12,12,12,12,E3,
0,10214001,true,Rx,0,1,A0,00,00,00,00,00,00,00,
0,00560314,true,Rx,0,8,07,AA,02,84,00,57,2E,74,
0,00960314,true,Rx,0,8,07,28,09,00,01,4B,03,14,
0,00D60314,true,Rx,0,8,07,03,2F,75,F0,74,26,47,
0,01160314,true,Rx,0,8,07,47,45,2E,3F,36,41,27,
0,01560314,true,Rx,0,8,07,33,4D,22,45,40,45,47,
0,01960314,true,Rx,0,8,07,8B,8B,8B,8B,75,06,76,
0,01D60314,true,Rx,0,8,07,7F,76,75,74,7F,76,76,
0,02160314,true,Rx,0,8,07,75,76,74,BC,74,74,76,
0,02560314,true,Rx,0,8,07,73,C7,A3,74,74,74,74,
0,02960314,true,Rx,0,8,07,74,74,75,74,76,33,32,
0,02D60314,true,Rx,0,8,07,BD,35,6D,8F,BF,74,74,
0,03160314,true,Rx,0,8,07,54,80,8B,8B,74,75,74,
0,03560314,true,Rx,0,8,07,74,74,75,74,74,74,75,
0,03960314,true,Rx,0,8,07,74,74,74,74,74,74,74,
0,03D60314,true,Rx,0,8,07,74,74,74,74,74,74,74,
0,04160314,true,Rx,0,8,07,74,74,74,74,74,74,74,
0,04560314,true,Rx,0,8,07,74,74,74,74,74,74,74,
0,04960314,true,Rx,0,8,07,74,74,74,74,74,74,74,
0,04D60314,true,Rx,0,8,07,74,74,74,74,6F,6C,54,
0,05160314,true,Rx,0,8,07,3A,74,74,47,63,74,74,
0,05560314,true,Rx,0,8,07,15,74,74,74,10,60,74,
0,05960314,true,Rx,0,8,03,10,6B,00,00,00,00,00,
0,004D0306,true,Rx,0,8,07,AA,02,45,00,AF,2D,75,
0,008D0306,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00CD0306,true,Rx,0,8,07,03,2F,74,30,75,3D,22,
0,010D0306,true,Rx,0,8,07,40,44,2F,3E,3D,41,26,
0,014D0306,true,Rx,0,8,07,33,40,25,45,4D,40,46,
0,018D0306,true,Rx,0,8,07,3E,75,74,75,74,72,76,
0,01CD0306,true,Rx,0,8,07,75,70,77,74,75,70,75,
0,020D0306,true,Rx,0,8,07,75,75,75,75,75,76,74,
0,024D0306,true,Rx,0,8,07,74,91,79,75,8A,8A,8A,
0,028D0306,true,Rx,0,8,07,7A,11,75,75,75,75,2D,
0,02CD0306,true,Rx,0,8,07,77,75,75,D5,75,75,75,
0,030D0306,true,Rx,0,8,07,75,75,75,75,75,75,75,
0,034D0306,true,Rx,0,8,03,75,FC,2F,00,00,00,00,
0,00450306,true,Rx,0,8,07,AA,02,0C,00,49,2C,00,
0,00850306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C50306,true,Rx,0,8,07,03,23,00,00,01,00,01,
0,01050306,true,Rx,0,8,07,64,14,00,01,00,01,00,
0,01450306,true,Rx,0,8,02,AC,04,00,00,00,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00431406,true,Rx,0,8,07,AA,02,01,00,A0,2C,76,
0,00831406,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,6,05,03,27,77,D5,50,00,00,
0,00430306,true,Rx,0,8,07,AA,02,01,00,A0,2C,76,
0,00830306,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C30306,true,Rx,0,8,05,03,27,77,D5,50,00,00,
0,00461403,true,Rx,0,8,07,AA,02,17,00,89,2C,77,
0,00861403,true,Rx,0,8,07,28,09,00,01,4B,14,03,
0,00C61403,true,Rx,0,8,07,03,30,77,74,77,E8,77,
0,01061403,true,Rx,0,8,07,77,77,77,77,77,77,77,
0,01461403,true,Rx,0,8,07,77,77,77,77,77,77,77,
0,01861403,true,Rx,0,7,06,77,77,77,77,C4,76,00,
0,00461406,true,Rx,0,8,07,AA,02,17,00,89,2C,78,
0,00861406,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C61406,true,Rx,0,8,07,03,30,78,7B,78,E7,78,
0,01061406,true,Rx,0,8,07,78,78,78,78,78,78,78,
0,01461406,true,Rx,0,8,07,78,78,78,78,78,78,78,
0,01861406,true,Rx,0,7,06,78,78,78,78,20,D9,00,
0,10014001,true,Rx,0,8,AA,03,17,00,E2,2C,13,E8,
0,10114001,true,Rx,0,8,03,00,01,4B,14,06,01,01,
0,10114001,true,Rx,0,8,03,30,13,10,13,8C,13,13,
